,username,name,sex,address,mail,birthdate,fields_of_tech,music,peronality_type,technology,hobbies
319,annafisher,Matthew Jones,M,"7098 Crystal Ways
New Christopher, ME 54550",wellsrichard@hotmail.com,1936-07-09,1.11110010110001e+43,Sitters,The Craftsman – ISTP,"['CHEMICAL. E', 'ECE', 'CIV', 'AE']","['Writing', 'Videography', 'Cooking', 'Sports', 'Gaming', 'Music', 'Reading']"
320,garcialisa,Jason Johnson,M,"39525 Alexander Falls Apt. 948
New Jane, CT 99845",kevingraham@gmail.com,1960-01-31,1.0001011111111012e+43,Seekers,The Counselor – INFJ,"['CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Sports', 'Gaming', 'Music', 'Collecting', 'Crafting', 'Reading']"
321,gabrielahardy,Jeffrey Carter,M,"USNS Braun
FPO AP 92190",davisholly@gmail.com,1934-02-21,1.011111010010011e+43,Sitters,The Craftsman – ISTP,"['ECE', 'CIV', 'ME', 'AE']","['Videography', 'Sports', 'Gaming', 'Collecting', 'Photography', 'Crafting', 'Reading']"
322,luke10,Tina Lawson,F,"33726 James Flat Apt. 522
West Reneehaven, VA 96262",cmelton@hotmail.com,1941-07-21,1.0010011100011011e+43,Sitters,Composer – ISFP,['AE'],"['Exploration', 'Cooking', 'Gardening', 'Reading']"
323,alexander79,Donna Gonzalez,F,"33767 Kelly Cove
Ashleyfort, NH 63651",welchrobert@gmail.com,1990-12-23,1.00110111000101e+43,Standers,The Craftsman – ISTP,"['CSE', 'AE']","['Exploration', 'Fitness', 'Sports', 'Music', 'Crafting', 'Reading']"
324,melissarivera,Gregory Warner,M,"8294 Miller Inlet
Tashamouth, NC 58744",joshuaespinoza@hotmail.com,1949-11-25,1.110111001100111e+42,Sitters,Composer – ISFP,"['ME', 'AE']","['Videography', 'Fitness', 'Gaming', 'Music', 'Traveling', 'Reading']"
325,gail69,Stacey Cole,F,"49830 Stacy Trail Apt. 248
New Curtis, RI 77373",nwolf@gmail.com,1986-01-11,1.1010111001111001e+43,Sitters,Composer – ISFP,"['CIV', 'CSE', 'AE']","['Writing', 'Videography', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
326,danny95,Ashlee Anderson,F,"711 Hughes Ways
Stephaniebury, VA 60829",evansmichael@gmail.com,1942-04-08,1.1001110001111101e+43,Seekers,The Idealist – INFP,"['ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
327,everettmary,Cynthia Lloyd,F,"969 Newman Glen Suite 839
Caldwellstad, AZ 35033",ascott@hotmail.com,1945-12-31,1.0011110100010001e+43,Sitters,The Performer – ESFP,"['ME', 'AE']","['Crafting', 'Traveling', 'Reading']"
328,ywalker,Cindy Martinez,F,"30797 Brooks Gateway
Chadtown, RI 20074",ebonycobb@hotmail.com,1974-03-17,1.101110010101001e+43,Standers,The Commander – ENTJ,"['CIV', 'AE']","['Exploration', 'Writing', 'Videography', 'Fitness', 'Sports', 'Gaming', 'Collecting', 'Photography', 'Reading']"
329,peter06,Caitlin Brown,F,"414 Ramirez Bridge
South Karenmouth, DC 87826",crawfordsherry@yahoo.com,1988-04-30,1.01011110011001e+35,Standers,The Thinker – INTP,"['ECE', 'AE']","['Fitness', 'Music', 'Collecting', 'Traveling', 'Reading']"
330,brycehudson,Kevin Mccormick,M,"23400 Alexander Locks
South Geoffrey, AZ 08838",margaretgarcia@yahoo.com,1999-04-07,1.1010101011011101e+40,Seekers,The Idealist – INFP,['AE'],"['Exploration', 'Writing', 'Videography', 'Sports', 'Gardening', 'Music', 'Crafting', 'Reading']"
331,copelandrichard,Zachary Macias,M,"91246 Dixon Ridges
Port Carlos, TN 67028",mcdanielcaitlin@gmail.com,1914-04-11,1.00110010100111e+42,Sitters,The Doer – ESTP,"['CHEMICAL. E', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Sports', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
332,muellerbeth,Leslie Jones,F,"316 Randall Path
West Crystalville, TN 54619",krista77@hotmail.com,2017-09-11,1.110101111011e+43,Standers,The Mastermind – INTJ,"['CSE', 'AE']","['Exploration', 'Writing', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
333,richardmoody,David Thomas,M,"84393 Jesse Run Apt. 093
Triciabury, MO 47114",xbell@gmail.com,1973-11-09,1.100011110101101e+39,Seekers,The Supervisor – ESTJ,"['CIV', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
334,wgonzalez,Justin Anderson,M,"131 White Manor
West Lauraborough, VA 90928",sandrawarren@gmail.com,1976-02-19,1.0000101011001e+42,Sitters,The Inspector – ISTJ,"['ECE', 'ME', 'AE']","['Cooking', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Traveling', 'Reading']"
335,christopherellis,Robert Delgado MD,M,"2983 Mccormick Drives Apt. 068
Jenniferland, NC 23658",dwaynecohen@yahoo.com,1936-04-27,1.1111011111111e+42,Standers,The Performer – ESFP,['AE'],"['Exploration', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Reading']"
336,kevin28,Kathy Brown,F,"122 Waters Lock Suite 035
Veronicaville, GA 41121",adriana05@yahoo.com,1935-03-23,1.101000111100101e+42,Seekers,The Craftsman – ISTP,"['ECE', 'CIV', 'AE']","['Videography', 'Cooking', 'Gaming', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
337,mrichmond,John Price,M,"3376 Stephanie View Suite 504
Port Helenstad, IA 43553",daviskenneth@yahoo.com,1995-07-14,1.0000110111110001e+43,Seekers,The Thinker – INTP,"['CHEMICAL. E', 'CIV', 'ME', 'AE']","['Exploration', 'Videography', 'Cooking', 'Gaming', 'Reading']"
338,vaguirre,Megan Williams,F,"21078 Lee Tunnel
Weaverview, AL 59435",vazquezmargaret@hotmail.com,1971-03-22,1.1011001100010001e+43,Seekers,The Provider – ESFJ,"['ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Gardening', 'Music', 'Reading']"
339,elizabeth32,Alex English,M,"46962 Carey Shore Suite 020
East Caitlinfort, NE 11438",dicksonlisa@hotmail.com,1973-12-06,1.0101100111101102e+42,Seekers,The Supervisor – ESTJ,"['CHEMICAL. E', 'ECE', 'AE']","['Exploration', 'Writing', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
340,paige40,Chad Gordon,M,"97242 Shaw Cliff Apt. 862
South Taylor, NH 02691",jamesjennifer@hotmail.com,1996-10-01,1.00011001000101e+42,Standers,The Giver – ENFJ,"['CSE', 'AE']","['Videography', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Photography', 'Crafting', 'Reading']"
341,zpowell,Karen Bennett,F,"10303 Jessica Ways
Port Robert, MD 21232",rachaelmcmillan@gmail.com,1941-08-18,1.1010010100101e+42,Seekers,The Mastermind – INTJ,"['CHEMICAL. E', 'ECE', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Gaming', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
342,tyler19,Jessica Hudson,F,"286 Young Turnpike Apt. 773
Port Andrewview, ID 93895",ramseylauren@hotmail.com,2007-12-26,1.01001101001011e+43,Sitters,The Inspector – ISTJ,"['CHEMICAL. E', 'ECE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Fitness', 'Gaming', 'Music', 'Crafting', 'Reading']"
343,markpaul,Karen Mccarthy,F,"692 Amber Walks Apt. 122
Heidishire, MI 74605",reedrobert@hotmail.com,1983-06-09,1.1010000101110002e+43,Sitters,The Inspector – ISTJ,"['ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Cooking', 'Sports', 'Gaming', 'Crafting', 'Traveling', 'Reading']"
344,usims,Donna Petersen,F,"USNV King
FPO AA 63215",samueltaylor@gmail.com,1930-05-12,1.010100011100011e+41,Standers,The Supervisor – ESTJ,"['ECE', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
345,smithjack,Lawrence Martinez,M,"13254 Holland Route
New Shannon, RI 68818",wesleykim@hotmail.com,1971-06-19,1.0011111001010011e+43,Seekers,The Supervisor – ESTJ,['AE'],"['Videography', 'Cooking', 'Sports', 'Gaming', 'Traveling', 'Reading']"
346,sarahmartinez,Kevin Mcclure,M,"3589 Lopez Drives Suite 406
South Lisachester, NY 25138",christopher55@hotmail.com,1953-01-14,1.11000100101011e+40,Sitters,The Commander – ENTJ,"['ME', 'AE']","['Exploration', 'Writing', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Traveling', 'Reading']"
347,jenniferkelly,Christopher Brown,M,"246 Smith Street Suite 492
West Andrewbury, NV 54691",henry06@hotmail.com,1915-09-22,1.010101101011001e+41,Seekers,The Thinker – INTP,"['CHEMICAL. E', 'ECE', 'CSE', 'AE']","['Exploration', 'Gaming', 'Music', 'Photography', 'Crafting', 'Traveling', 'Reading']"
348,dliu,Ricky Henderson,M,"3157 Espinoza Manor Suite 597
Shellyhaven, MI 67644",haroldlewis@hotmail.com,1980-09-04,1.1101011100011e+43,Seekers,The Supervisor – ESTJ,"['ECE', 'ME', 'AE']","['Cooking', 'Fitness', 'Crafting', 'Reading']"
349,greenechristopher,Vincent Campos,M,"3014 Odonnell Field Suite 308
South Brett, AR 97578",andrew73@yahoo.com,1930-03-26,1.0000000100100011e+43,Sitters,The Thinker – INTP,"['ECE', 'CIV', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Fitness', 'Gaming', 'Traveling', 'Reading']"
350,brittanyhuerta,Kristin Olson,F,"8374 Wilkerson Shoal Apt. 289
North Carla, MS 75075",stephaniemoon@yahoo.com,1913-07-11,1.1011110011001e+43,Seekers,Visionary – ENTP,"['CIV', 'ME', 'CSE', 'AE']","['Fitness', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Reading']"
351,smithmichael,Laura Villegas,F,"USNS Howard
FPO AE 71668",kathrynreyes@gmail.com,1946-09-12,1.1110010000100011e+39,Sitters,The Nurturer – ISFJ,"['ECE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Fitness', 'Music', 'Crafting', 'Traveling', 'Reading']"
352,donovanmitchell,Joel Webster,M,"Unit 3833 Box 1210
DPO AA 73145",lisachapman@yahoo.com,1907-03-16,1.0000000000010112e+43,Seekers,The Supervisor – ESTJ,"['ECE', 'CIV', 'ME', 'CSE', 'AE']","['Fitness', 'Gaming', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
353,joanna67,Christopher Hobbs,M,"09629 Mark Springs
Victoriamouth, ME 92838",cindy50@gmail.com,1995-08-10,1.1101100000010101e+43,Standers,The Idealist – INFP,"['CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Sports', 'Gardening', 'Music', 'Crafting', 'Reading']"
354,madison98,Nicole Johnson,F,"3199 Michael Prairie
Elliottmouth, OK 59960",shawn54@yahoo.com,1968-07-04,1.0111100011e+42,Sitters,The Craftsman – ISTP,"['CIV', 'ME', 'CSE', 'AE']","['Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Traveling', 'Reading']"
355,maxwellkenneth,Kayla Bates,F,"10808 Medina Island
Monicaville, CT 11182",billyburgess@hotmail.com,1977-02-16,1.01001110110111e+43,Standers,The Champion – ENFP,"['ECE', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Crafting', 'Traveling', 'Reading']"
356,tylerjones,Eric Kramer,M,"4522 Allen Hill Suite 242
Lake Craigfurt, WI 12767",cramos@yahoo.com,1972-08-21,1.0111110101110111e+43,Standers,The Mastermind – INTJ,"['CIV', 'CSE', 'AE']","['Writing', 'Fitness', 'Sports', 'Music', 'Photography', 'Traveling', 'Reading']"
357,amanda54,Emily Garrett,F,"63991 Katrina Lake Suite 150
Stacyborough, RI 07269",zsmith@yahoo.com,2016-08-29,1.011100011011011e+38,Standers,The Provider – ESFJ,"['CHEMICAL. E', 'AE']","['Writing', 'Fitness', 'Reading']"
358,gail87,Susan Schmitt,F,"34933 Cole Port Apt. 570
Lake Brandifurt, TN 93185",andrewsjoshua@hotmail.com,1965-08-21,1.011100111101011e+43,Seekers,The Giver – ENFJ,"['CSE', 'AE']","['Writing', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Photography', 'Crafting', 'Traveling', 'Reading']"
359,joanjones,Linda Zavala,F,"01845 Thompson Track Suite 375
North Stephanie, CT 29310",rharris@gmail.com,1972-08-13,1.111000001101111e+43,Sitters,The Nurturer – ISFJ,"['ME', 'CSE', 'AE']","['Writing', 'Cooking', 'Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
360,samantha01,Darius Hayes,M,"USS Miller
FPO AP 26240",davisemily@gmail.com,2004-05-04,1.0000011100011101e+37,Seekers,The Craftsman – ISTP,['AE'],"['Exploration', 'Cooking', 'Sports', 'Gaming', 'Music', 'Collecting', 'Reading']"
361,ejohnston,Paul Mckinney,M,"2916 Mitchell Orchard
Sheriborough, AR 53762",rodriguezrachel@yahoo.com,1971-11-25,1.0100110110001102e+41,Sitters,The Giver – ENFJ,"['ECE', 'CIV', 'CSE', 'AE']","['Writing', 'Sports', 'Gaming', 'Collecting', 'Photography', 'Crafting', 'Reading']"
362,davidsonpatricia,Dr. Bobby Miller,M,"Unit 5824 Box 7045
DPO AA 99633",epotter@hotmail.com,1922-03-16,1.00111011011e+43,Seekers,Composer – ISFP,"['ECE', 'CIV', 'CSE', 'AE']","['Cooking', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Traveling', 'Reading']"
363,kingallen,Heather Whitney,F,"7096 White Extension
Marymouth, NE 96092",brian28@gmail.com,1968-06-15,1.010110011010001e+42,Seekers,The Doer – ESTP,"['ECE', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
364,sergioramirez,Sherry Stevens,F,"26221 David Mill Apt. 031
Donaldville, NY 43615",john56@yahoo.com,1985-03-09,1.1011000111001001e+43,Sitters,The Nurturer – ISFJ,"['ECE', 'CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Fitness', 'Music', 'Crafting', 'Traveling', 'Reading']"
365,paul72,Duane Garcia,M,"Unit 6243 Box 1153
DPO AE 07032",dhayes@gmail.com,1953-06-08,1.001010000101011e+39,Sitters,The Nurturer – ISFJ,"['ECE', 'CIV', 'ME', 'CSE', 'AE']","['Cooking', 'Sports', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Traveling', 'Reading']"
366,dcampbell,Amanda Webster,F,"08505 Steven Pines
Powellside, MO 59578",thomas16@hotmail.com,1942-11-03,1.1001110101000002e+41,Sitters,The Doer – ESTP,"['CHEMICAL. E', 'ECE', 'CIV', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
367,john66,Zachary Trevino,M,"265 Brandon Flat
Hopkinsburgh, WI 32937",pkeller@gmail.com,1982-09-27,1.1110111010010111e+43,Standers,The Thinker – INTP,"['CHEMICAL. E', 'ECE', 'CIV', 'AE']","['Videography', 'Fitness', 'Sports', 'Music', 'Crafting', 'Traveling', 'Reading']"
368,huangkelly,Hector Ferguson,M,"3221 Hughes Manor
Odonnellside, NC 49201",lindseytaylor@yahoo.com,1967-03-26,1.001111110101001e+42,Seekers,The Craftsman – ISTP,"['ECE', 'CSE', 'AE']","['Videography', 'Gaming', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
369,robinleon,Mary Fox,F,"5165 Adam Centers Apt. 226
South Richard, ND 29148",glenda71@hotmail.com,1964-09-16,1.1011011111100101e+43,Standers,The Provider – ESFJ,"['CHEMICAL. E', 'ECE', 'CSE', 'AE']","['Cooking', 'Sports', 'Gaming', 'Music', 'Collecting', 'Traveling', 'Reading']"
370,sfrost,Angela Baker,F,"3703 Mendoza Inlet Apt. 180
Stevensview, MT 39203",kathleen63@hotmail.com,1970-01-28,1.1100101001000011e+43,Sitters,The Mastermind – INTJ,"['ECE', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Music', 'Photography', 'Traveling', 'Reading']"
371,ricealbert,Jennifer Chandler MD,F,"90172 Mike Hills Suite 739
Brandonstad, NV 93658",hsanchez@hotmail.com,1981-05-03,1.1110101000110111e+43,Standers,The Commander – ENTJ,['AE'],"['Exploration', 'Writing', 'Videography', 'Collecting', 'Photography', 'Traveling', 'Reading']"
372,george58,Kevin Wolfe,M,"91505 Travis Glen Apt. 759
Martinstad, NE 09983",cruzteresa@yahoo.com,1986-02-24,1.1001001101e+41,Sitters,The Commander – ENTJ,"['ECE', 'ME', 'AE']","['Cooking', 'Fitness', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
373,donaldwilliamson,Patrick Dominguez,M,"2749 Allen Landing
New Kellyberg, WY 20097",crogers@yahoo.com,1910-01-04,1.0001001000001e+42,Standers,The Nurturer – ISFJ,"['ECE', 'CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Sports', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Reading']"
374,davidturner,Christopher Murphy,M,"121 Williams Harbors
West Wendyfurt, AL 44128",clarklindsey@hotmail.com,1950-01-18,1.111110100101011e+42,Seekers,The Doer – ESTP,"['CHEMICAL. E', 'ECE', 'CIV', 'ME', 'AE']","['Videography', 'Music', 'Photography', 'Crafting', 'Reading']"
375,twilliams,Karen Bell,F,"04444 Warren Glen Apt. 975
South Sarahton, GA 19440",mhamilton@yahoo.com,1939-08-24,1.010000100001101e+43,Sitters,The Performer – ESFP,"['CIV', 'AE']","['Exploration', 'Cooking', 'Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
376,craig06,Christopher White,M,"875 Jessica Valley
Stephanieview, AR 16450",theresa87@hotmail.com,1961-05-18,1.1101101110100011e+43,Standers,The Mastermind – INTJ,['AE'],"['Fitness', 'Sports', 'Gaming', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
377,muellerbruce,Chris Logan,M,"8457 Smith Island Apt. 443
Barrettfurt, NE 36882",dennis72@yahoo.com,1940-02-26,1.0010111100011101e+43,Standers,The Nurturer – ISFJ,"['CIV', 'AE']","['Gaming', 'Photography', 'Crafting', 'Reading']"
378,dennis98,Melissa Khan,F,"USS Brooks
FPO AA 51444",jessica33@gmail.com,1997-03-29,1.1001110001e+41,Sitters,The Inspector – ISTJ,"['ME', 'AE']","['Cooking', 'Fitness', 'Sports', 'Gaming', 'Crafting', 'Traveling', 'Reading']"
379,rhonda84,Douglas Jackson,M,"2475 Robert Mews Apt. 979
Russellshire, WY 10968",fsullivan@gmail.com,1981-09-07,1.001111001100001e+42,Standers,The Provider – ESFJ,"['CIV', 'AE']","['Videography', 'Cooking', 'Fitness', 'Reading']"
380,anthonykennedy,Shannon Crane,F,"Unit 6348 Box 2245
DPO AE 15314",cortezjoseph@hotmail.com,2008-08-26,1.0001010111010101e+43,Standers,The Supervisor – ESTJ,"['ECE', 'CSE', 'AE']","['Exploration', 'Videography', 'Fitness', 'Gaming', 'Music', 'Collecting', 'Photography', 'Traveling', 'Reading']"
381,kirsten50,Greg Roberson,M,"0054 Rivera Via Apt. 803
New Antonio, KS 28713",laurengould@hotmail.com,1920-05-14,1.01010000000011e+43,Sitters,The Giver – ENFJ,"['CHEMICAL. E', 'ECE', 'CIV', 'AE']","['Gardening', 'Music', 'Reading']"
382,bradley11,Clarence Cannon,M,"361 Judith Lodge
Barbaraborough, WI 37060",kellycastillo@hotmail.com,2017-06-08,1.111001000100011e+41,Seekers,The Performer – ESFP,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Sports', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Reading']"
383,jacob53,Mary Jones,F,"USNS Brown
FPO AA 50223",morgan61@hotmail.com,1934-03-05,1.0110110000011111e+41,Standers,The Nurturer – ISFJ,"['ME', 'CSE', 'AE']","['Exploration', 'Cooking', 'Fitness', 'Collecting', 'Reading']"
384,christian05,Tabitha Mathis PhD,F,"5884 Kathleen Spur
West David, UT 59417",stephen42@hotmail.com,1933-07-30,1.011001111000101e+41,Seekers,The Idealist – INFP,"['ME', 'AE']","['Writing', 'Videography', 'Sports', 'Gaming', 'Music', 'Traveling', 'Reading']"
385,klee,Jill Johnson,F,"PSC 7757, Box 1446
APO AE 32449",kenneth64@yahoo.com,1955-08-20,1.01111111111011e+42,Standers,The Giver – ENFJ,"['ECE', 'CSE', 'AE']","['Exploration', 'Fitness', 'Sports', 'Gardening', 'Crafting', 'Reading']"
386,rchase,Sharon Greene,F,"768 Pace Cliff Apt. 739
Kennedyton, DC 81937",michaelpeters@gmail.com,1961-01-05,1.101010011000001e+43,Seekers,The Thinker – INTP,"['CIV', 'CSE', 'AE']","['Exploration', 'Videography', 'Sports', 'Gardening', 'Collecting', 'Photography', 'Traveling', 'Reading']"
387,robinsonharold,Gary Park,M,"35078 Julia Run Suite 200
Rochaport, NE 82683",kelly04@gmail.com,2016-07-10,1.1000101011101111e+43,Standers,The Inspector – ISTJ,['AE'],"['Videography', 'Gardening', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
388,stephenchan,Andrew Bowman,M,"43184 Charles Lodge Apt. 502
Lake Sherry, NY 80395",fnelson@hotmail.com,1911-06-20,1.001010101010101e+40,Sitters,The Supervisor – ESTJ,"['ECE', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Collecting', 'Traveling', 'Reading']"
389,theresa70,Anna Bush,F,"1895 Gary Coves
Ballfort, DE 33311",pharris@yahoo.com,1980-01-28,1.01010011110001e+43,Seekers,The Commander – ENTJ,"['ECE', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Fitness', 'Sports', 'Music', 'Collecting', 'Crafting', 'Reading']"
390,kruegershawn,Jennifer Greene,F,"055 Ramirez Springs
Owensland, WA 06595",wmiller@yahoo.com,1913-12-04,1.10111100100111e+43,Seekers,The Craftsman – ISTP,"['ME', 'CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Photography', 'Crafting', 'Traveling', 'Reading']"
391,sdiaz,Jonathan Marshall,M,"26723 Holland Via Suite 241
West Tammy, TX 37273",dominique51@yahoo.com,1985-12-19,1.1100001001111102e+38,Standers,The Nurturer – ISFJ,"['ME', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Music', 'Photography', 'Traveling', 'Reading']"
392,jamierodriguez,Chelsea Leon,F,"46117 Brown Forges Suite 132
Fischerchester, TX 12915",julie17@yahoo.com,1972-09-20,1.010100011000111e+43,Standers,The Giver – ENFJ,"['CSE', 'AE']","['Videography', 'Cooking', 'Gardening', 'Music', 'Photography', 'Crafting', 'Traveling', 'Reading']"
393,nicholas75,Karen Caldwell DDS,F,"603 Johnson Square Apt. 509
South Mary, MI 69482",morganmark@hotmail.com,1946-12-26,1.110010111110101e+41,Sitters,The Craftsman – ISTP,"['CIV', 'CSE', 'AE']","['Exploration', 'Fitness', 'Sports', 'Photography', 'Crafting', 'Traveling', 'Reading']"
